EXISTING_INFO_ID,PROGRAM_SITE_ID,SITE_TYPE,PROGRAM_NAME,BASIN_NAME,GSA_NAME,GSP_NAME,MONITORING_NETWORK_TYPE,SUSTAINABILITY_INDICATORS,PRINCIPAL_AQUIFER,URL_SITE,LOCATION_DESCRIPTION,ADDITIONAL_COMMENTS,COUNTY,CREATED_DT,UPDATED_DT
619,AGL020007548-SAN JON DOM,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020007548&assigned_name=SAN+JON+DOM&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
633,AGL020011568-R14_BLK19,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020011568&assigned_name=R14%5FBLK19&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
646,AGL020001246-#1MASSA IRR,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001246&assigned_name=%231MASSA+IRR&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
657,AGL020004208-WELL 2,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020004208&assigned_name=WELL+2&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
660,AGL020013668-WELL,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020013668&assigned_name=WELL&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
672,AGL020003652-DOM_BOGGIA,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020003652&assigned_name=DOM%5FBOGGIA&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
675,AGL020002708-DOMESTIC,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002708&assigned_name=DOMESTIC&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
686,AGC100000001-CCGC_0652,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0652&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
702,AGL020007553-MARTIN MAIN,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020007553&assigned_name=MARTIN+MAIN&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
706,AGL020001593-AG_WELL1,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001593&assigned_name=AG%5FWELL1&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
711,AGC100000001-CCGC_0128,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGC100000001&assigned_name=CCGC%5F0128&store_num=,,,Monterey,01/21/2020 14:09,01/21/2020 14:09
717,AGL020001593-AG_WELL5,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001593&assigned_name=AG%5FWELL5&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
722,AGL020002898-R20-W1CSIP,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020002898&assigned_name=R20%2DW1CSIP&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
728,AGL020011584-DOM_DESAN,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020011584&assigned_name=DOM%5FDESAN&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
747,AGL020027692-DOM_KS01,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020027692&assigned_name=DOM%5FKS01&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
751,AGL020014842-AG_AZEVEDO,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.01 180/400 Foot Aquifer,Salinas Valley Basin GSA - 180/400 Foot Aquifer,,SGMA,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020014842&assigned_name=AG%5FAZEVEDO&store_num=,,,Monterey,01/21/2020 14:10,01/21/2020 14:10
757,"345359119392704",Groundwater Wells,United States Geological Survey National Water Information System,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",,https://nwis.waterdata.usgs.gov/nwis/inventory/?site_no=345359119392704&agency_cd=USGS,,Opti ID 325,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
759,"345552119354203",Groundwater Wells,United States Geological Survey National Water Information System,3-013 Cuyama Valley,Cuyama Basin GSA,,SGMA Representative,"Groundwater Levels,Groundwater Storage,Water Quality",,https://nwis.waterdata.usgs.gov/nwis/inventory/?site_no=345552119354203&agency_cd=USGS,,Opti ID 421,Santa Barbara,01/22/2020 11:27,01/22/2020 11:27
785,2010001-010,Groundwater Wells,DDW,5-022.05 Chowchilla,Chowchilla Water District GSA,,SGMA Representative,Water Quality,,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/EDTlibrary.html,,,Madera,01/23/2020 10:59,01/23/2020 10:59
801,1010006-008,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,CITY OF FOWLER,,Fresno,01/23/2020 14:23,01/23/2020 14:23
806,1010006-009,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,CITY OF FOWLER,,Fresno,01/23/2020 14:23,01/23/2020 14:23
807,1010019-006,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,South Kings GSA,Kings_SouthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,"KINGSBURG, CITY OF",,Fresno,01/23/2020 14:23,01/23/2020 14:23
823,1010039-004,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010039,,Fresno,01/23/2020 15:08,01/23/2020 15:08
825,1000541-002,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000541,,Fresno,01/23/2020 15:08,01/23/2020 15:08
828,1010024-023,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
835,1009004-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601009004,,Fresno,01/23/2020 15:08,01/23/2020 15:08
841,1000411-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000411,,Fresno,01/23/2020 15:08,01/23/2020 15:08
846,1000480-003,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000480,,Fresno,01/23/2020 15:08,01/23/2020 15:08
858,1010024-031,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
866,1010039-005,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010039,,Fresno,01/23/2020 15:08,01/23/2020 15:08
873,1000199-012,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000199,,Fresno,01/23/2020 15:08,01/23/2020 15:08
879,5403082-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0605403082,,Tulare,01/23/2020 15:08,01/23/2020 15:08
884,1000592-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000592,,Fresno,01/23/2020 15:08,01/23/2020 15:08
885,1000198-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000198,,Fresno,01/23/2020 15:08,01/23/2020 15:08
887,1000486-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000486,,Fresno,01/23/2020 15:08,01/23/2020 15:08
898,1010024-011,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601010024,,Fresno,01/23/2020 15:08,01/23/2020 15:08
907,1000469-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000469,,Fresno,01/23/2020 15:08,01/23/2020 15:08
910,1000480-027,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000480,,Fresno,01/23/2020 15:08,01/23/2020 15:08
913,1000199-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000199,,Fresno,01/23/2020 15:08,01/23/2020 15:08
932,1000547-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,Central Kings GSA,Kings_CentralKings_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/Default.asp,W0601000547,,Fresno,01/23/2020 15:08,01/23/2020 15:08
936,2000682-002,Groundwater Wells,DDW,5-022.06 Madera,County of Madera GSA - Madera,Madera Subbasin Joint GSP,SGMA Representative,"Water Quality,Water Quality",,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/EDTlibrary.html,,,Madera,01/23/2020 16:32,01/23/2020 16:32
945,2010801-001,Groundwater Wells,DDW,5-022.06 Madera,County of Madera GSA - Madera,Madera Subbasin Joint GSP,SGMA Representative,"Water Quality,Water Quality",,https://www.waterboards.ca.gov/drinking_water/certlic/drinkingwater/EDTlibrary.html,,,Madera,01/23/2020 16:32,01/23/2020 16:32
948,ESJ17,Groundwater Wells,ILRP,5-022.06 Madera,County of Madera GSA - Madera,Madera Subbasin Joint GSP,SGMA Representative,"Water Quality,Water Quality",,https://www.waterboards.ca.gov/centralvalley/water_issues/irrigated_lands/,,,Madera,01/23/2020 16:32,01/23/2020 16:32
951,W0604000512-001,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",AA,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604000512&assigned_name=4000512%2D001&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
953,W0604000554-003,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604000554&assigned_name=4000554%2D003&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
958,W0604000781-001,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604000781&assigned_name=4000781-001&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
967,W0604010007-004,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604010007&assigned_name=4010007-004&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
972,W0604010007-010,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604010007&assigned_name=4010007-010&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
973,W0604010007-012,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604010007&assigned_name=4010007-012&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
984,W0604010028-002,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604010028&assigned_name=4010028-002&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
987,W0604010831-002,Groundwater Wells,GAMA Division of Drinking Water Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",PR,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=DHS&samp_date=&global_id=W0604010831&assigned_name=4010831-002&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
993,AGL020001534,Groundwater Wells,GAMA Irrigated Lands Program Wells,3-004.06 Paso Robles Area,County of San Luis Obispo GSA - Paso Robles Area,,SGMA Representative,"Water Quality,Water Quality,Water Quality",Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/GamaDataDisplay.asp?dataset=AGLAND&samp_date=&global_id=AGL020001534&assigned_name=JIMS+WELL&store_num=,,,San Luis Obispo,01/23/2020 16:51,01/23/2020 16:51
1019,PT 101,Surveying/Benchmark Sites,SJRRP,5-022.07 Delta-Mendota,New Stone Water District GSA,Madera_NewStone_Adopted,SGMA Representative,Land Subsidence,,http://www.restoresjr.net/science/subsidence-monitoring/,X 989,,Madera,01/24/2020 15:40,01/24/2020 15:40
1021,PT 123,Surveying/Benchmark Sites,SJRRP,5-022.05 Chowchilla,New Stone Water District GSA,Madera_NewStone_Adopted,SGMA Representative,Land Subsidence,,http://www.restoresjr.net/science/subsidence-monitoring/,WES,,Madera,01/24/2020 15:40,01/24/2020 15:40
1025,PT 158,Surveying/Benchmark Sites,SJRRP,5-022.07 Delta-Mendota,New Stone Water District GSA,Madera_NewStone_Adopted,SGMA Representative,Land Subsidence,,http://www.restoresjr.net/science/subsidence-monitoring/,RBF1026,,Madera,01/24/2020 15:40,01/24/2020 15:40
1039,1010034-004,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,James GSA,Kings_James_Adopted,SGMA Representative,Water Quality,,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,M1,,Fresno,01/24/2020 16:21,01/24/2020 16:21
1074,1000445-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,,,Fresno,01/27/2020 14:08,01/27/2020 14:08
1081,PT2160,Surveying/Benchmark Sites,SJRRP,5-022.08 Kings,North Fork Kings GSA,Kings_NorthForkKings_Adopted,SGMA Representative,Land Subsidence,Unknown,http://www.restoresjr.net/science/subsidence-monitoring/,,,Fresno,01/27/2020 14:08,01/27/2020 14:08
1094,1000366-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,SUNNYSIDE CONVALESCENT HOSP,Fresno,01/27/2020 14:35,01/27/2020 14:35
1097,1000492-001,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,TABERNACLE OF PRAISE CHURCH,Fresno,01/27/2020 14:35,01/27/2020 14:35
1106,1010007-099,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,CITY OF FRESNO,Fresno,01/27/2020 14:35,01/27/2020 14:35
1108,1010007-178,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,CITY OF FRESNO,Fresno,01/27/2020 14:35,01/27/2020 14:35
1111,1010007-274,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,CITY OF FRESNO,Fresno,01/27/2020 14:35,01/27/2020 14:35
1112,1010007-328,Groundwater Wells,SWRCB GAMA,5-022.08 Kings,North Kings GSA,Kings_NorthKings_Adopted,SGMA Representative,Water Quality,Unknown,https://gamagroundwater.waterboards.ca.gov/gama/gamamap/public/,Unknown,CITY OF FRESNO,Fresno,01/27/2020 14:35,01/27/2020 14:35
