"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional Representative District","Congressional Representative","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Diamond Lake Aeration Lagoon No. 2","","","WA00568","","WA00568","DIAMOND LAKE SEWER DIST","Public Utility","Public Utility","PO55-0568","0","PACIFIC ENVIRON. CONSULTANTS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.128094","-117.164586","Pend Oreille","Washington","NONE","0","TR-LITTLE SPOKANE RIVER-OFFSTR","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S6 T30 R45E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Rock;Soil","16","16","17","17","Less than 25 feet","800","0","1987","1980-1989","61","61","51","51","10","20","","0","0","0","0","","","2021-04-09","2016-07-21","5","High","Fair","2017-03-08","Yes","1997-07-01","https://damsafety.org/washington"
"Ponderay Newsprint Mill Settling Lagoon","","","WA00598","","WA00598","PONDERAY NEWSPRINT","Private","Private","PO62-0598","0","RUST INTERNATIONAL CORP.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.299806","-117.275146","Pend Oreille","Washington","USK","1","PEND OREILLE RIVER-OFFSTREAM","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S5 T32 R44E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Soil","24","24","24","24","Less than 25 feet","2250","0","1989","1980-1989","105","105","82","7.5","0.01","1","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Coffin Sheep Dam No. 3","","","WA00028","","WA00028","K2H FARMS","Private","Private","BE31-0028","0","H.J. STRANDWALD","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.004853999999995","-119.252792","Benton","Washington","NONE","0","FOUR MILE CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S13 T6 R28E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Earth","Rock;Soil","6","6","31","31","25-50 feet","430","0","1938","1930-1939","104","104","0","","42.050000000000004","","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Jenkins-Webley Dam","","","WA00026","","WA00026","JORGENSEN, OWEN","Private","Private","DO44-0026","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.732678","-119.411829","Douglas","Washington","BRIDGEPORT","","TR-COLUMBIA RIVER","Congressional District 04, Washington","Dan Newhouse (R)","S22 T26 R27E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Concrete","Rock;Soil","12","12","15","15","Less than 25 feet","218","0","1945","1940-1949","1200","1200","586","586","6.01","254","","0","0","0","0","","","2021-05-24","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Leprechaun Lake Dam","","","WA00113","","WA00113","LAKE LIMERICK COUNTRY CLUB INC","Private","Private","MA14-0113","0","SLEAVIN-KORS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.28791","-123.05607599999999","Mason","Washington","NONE","0","TR-CRANBERRY CREEK","Congressional District 06, Washington","Derek Kilmer (D)","S22 T21 R3W","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Soil","12","12","13","13","Less than 25 feet","162","0","1966","1960-1969","86","86","38","6.7","0.3","135","","0","0","0","0","","","2021-04-09","2015-03-31","5","High","Fair","2015-03-31","Yes","2015-07-01","https://damsafety.org/washington"
"Upper Blackhorse Dam","","","WA00750","","WA00750","US FISH AND WILDLIFE SERVICE","Federal","Federal","","","US Fish and Wildlife Service Office of Engineering","","No","No","","No","No","No","Fish and Wildlife Service","47.430454","-117.541344","Spokane","Washington","","","Rock Creek","Congressional District 05, Washington","","","Fish and Wildlife Service","","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","Fish and Wildlife Service","","Fish and Wildlife Pond","Fish and Wildlife Pond","Earth","Earth","","Soil","10","9","10","10","Less than 25 feet","160","3117","1960","1960-1969","215","215","20","11.6","6.5600000000000005","728","","177","0","0","0","","Other Controlled","2021-05-21","2013-10-28","5","Low","Fair","2013-10-28","Not Required","","https://damsafety.org/washington"
"Padden Lake Dam","","","WA00364","","WA00364","BELLINGHAM CITY PUBLIC WORKS","Local Government","Local Government","WH01-0364","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.70379","-122.462687","Whatcom","Washington","BELLINGHAM","1","PADDEN CREEK","Congressional District 02, Washington","Rick Larsen (D)","S8 T37 R3E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Soil","9","9","13","13","Less than 25 feet","72","0","1933","1930-1939","1440","1440","770","160","2.63","465","","0","0","0","0","1988O","","2021-04-09","2018-04-10","5","High","Satisfactory","2018-04-10","Yes","2018-07-01","https://damsafety.org/washington"
"Connell Wastewater Lagoon 1a","","","WA01913","","WA01913","CONNELL CITY","Local Government","Local Government","FR36-1913","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.692617","-118.845978","Franklin","Washington","CONNELL","2","ESQUATZEL COULEE-TR, OS","Congressional District 04, Washington","Dan Newhouse (R)","S18 T14 R32E","","","","","","","","","Other","Other","Earth","Earth","Plastic","Soil","22","22","22","22","Less than 25 feet","800","0","2009","Since 2000","17","17","13.27","2","0","","","0","0","0","0","","","2021-04-09","2014-04-01","5","Significant","Satisfactory","2014-04-01","No","","https://damsafety.org/washington"
"Smith Brothers Dairy Storage Lagoon","","","WA00679","","WA00679","NELSON FARIA DAIRY LLC","Private","Private","GR41-0679","","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.91313756","-119.7429221","Grant","Washington","","","","Congressional District 04, Washington","","","","","","","","","","","Other","Other","Earth","Earth","","","11","15","11","15","Less than 25 feet","2400","","2001","Since 2000","109","109","91","","","","","","","","","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Klahanie Stormwater Detention Dam No. 1","Hestnes Property Detention Facility No. 1","","WA01484","","WA01484","SAMMAMISH CITY PUBLIC WORKS","Local Government","Local Government","KI08-1484","0","FOUR THIRTY SEVEN LAND CO.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.567181","-122.024633","King","Washington","ISSAQUAH","2","TR-LAUGHING JACOBS LAKE OUTLET","Congressional District 08, Washington","Kim Schrier (D)","S15 T24 R6E","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","Earth","Soil","9","9","10","10","Less than 25 feet","200","0","1984","1980-1989","28","28","7","7","5.41","50","","0","0","0","0","","","2021-04-09","2020-08-26","5","Significant","Fair","2020-08-26","Yes","1997-07-01","https://damsafety.org/washington"
"Helsell Dam","","","WA00724","","WA00724","JB & JM HELSELL LLLP","Private","Private","SJ02-0724","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.64878625","-123.0031227","San Juan","Washington","NONE","0","UNNAMED CREEK","Congressional District 02, Washington","Rick Larsen (D)","S31 T37 R2W","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Rock;Soil","16","16","16","16","Less than 25 feet","150","0","1999","1990-1999","82","82","55","9","0.1","5","","0","0","0","0","","","2021-04-09","2009-08-25","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Fargher Lake Dam","","","WA00523","","WA00523","MINT LAKE FARMS INC","Private","Private","CK27-0523","0","EV HILL AND ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","45.892976","-122.507836","Clark","Washington","FARGHER LAKE","1","TR-ROCK CREEK-OFFSTREAM","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S25 T5 R2E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Rock;Soil","5","5","7","7","Less than 25 feet","4500","0","1986","1980-1989","66","66","45","12","0.78","34","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Haller Dam","","","WA01504","","WA01504","SMITH, GARY D","Private","Private","CL18-1504","0","PETERSON AND ASSOCIATES","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.038032","-123.153205","Clallam","Washington","SEQUIM","3","DUNGENESS RIVER-OFFSTREAM","Congressional District 06, Washington","Derek Kilmer (D)","S2 T29 R4W","","","","","","","","","Irrigation","Irrigation;Fire Protection, Stock, Or Small Fish Pond","Earth","Earth","Earth","Rock;Soil","25","25","45","45","25-50 feet","150","0","1945","1940-1949","20","20","12","12","0.01","4","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Koehn Ranch Reservoir","","","WA01971","","WA01971","ZIRKLE FRUIT COMPANY","Private","Private","GR41-1971","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.93780639","-119.4708677","Grant","Washington","NONE","0","","Congressional District 04, Washington","Dan Newhouse (R)","S29 T17 R27E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Plastic","Soil","13","13","13","13","Less than 25 feet","850","0","2009","Since 2000","20","20","16.7","2.1","","","","0","0","0","0","","","2021-04-09","2016-10-20","5","High","Fair","2016-10-20","No","","https://damsafety.org/washington"
"Dionysus Dam","Dionysus Dam","","WA01985","","WA01985","HORIZON VINYARDS","Private","Private","FR36-1985","0","","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","46.44877908","-119.2352883","Franklin","Washington","N/A","0","","Congressional District 04, Washington","Dan Newhouse (R)","S7 T11 R29E","","","","","","","","","Irrigation","Irrigation","Earth","Earth","Earth","Soil","16","16","16","16","Less than 25 feet","2400","0","1973","1970-1979","97","97","56","7.3","","","","0","0","0","0","2011O","","2021-04-09","2019-07-23","5","High","Fair","2019-07-23","Yes","2021-01-18","https://damsafety.org/washington"
"Sheep Springs Dam","","","WA00440","","WA00440","HARDER, JACOB","Private","Private","AD34-0440","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.078739","-118.256372","Adams","Washington","HOOPER","25","COW CREEK","Congressional District 04, Washington","Dan Newhouse (R)","S2 T18 R36E","","","","","","","","","Irrigation","Irrigation;Recreation","Gravity","Gravity","Concrete","Rock","30","30","30","30","25-50 feet","94","0","1906","1900-1909","150","150","120","7","342","","","0","0","0","0","","","2021-04-09","2001-07-13","0","Low","Not Rated","","Not Required","","https://damsafety.org/washington"
"Sylvia Lake Dam_Pierce Co","","","WA00115","","WA00115","SYLVIA LAKE COUNTRY CLUB","Private","Private","PI15-0115","0","J.J. SLEAVIN & ASSOC.","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.320944","-122.652738","Pierce","Washington","NONE","0","TR-PUGET SOUND","Congressional District 06, Washington","Derek Kilmer (D)","S11 T21 R1E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Soil","21","21","25","25","25-50 feet","387","0","1963","1960-1969","124","124","67","6.4","0.72","160","","0","0","0","0","","","2021-04-09","2016-04-26","5","High","Fair","2016-04-26","Yes","2016-07-01","https://damsafety.org/washington"
"Mac's Pond Dam","Mac's Pond Dam","","WA01705","","WA01705","ISLANDWOOD FNA","Private","Private","KP15-1705","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.604994999999995","-122.52718","Kitsap","Washington","NONE","0","TR-PUGET SOUND","Congressional District 06, Washington","Derek Kilmer (D)","S3 T24 R2E","","","","","","","","","Other","Other","Earth","Earth","Earth","Soil","26","26","39","39","25-50 feet","220","0","1895","Before 1900","20","20","12","1.3","0.15","65","","0","0","0","0","","","2021-04-09","","0","Low","Not Rated","","Yes","2001-07-01","https://damsafety.org/washington"
"Tapps Lake Dike No. 2b","","","WA00420","","WA00420","CASCADE WATER ALLIANCE","Public Utility","Public Utility","PI10-0420","0","STONE & WEBSTER","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.250305","-122.186157","Pierce","Washington","AUBURN","3","DIVERSION FROM WHITE RIVER","Congressional District 08, Washington","Kim Schrier (D)","S4 T20 R5E","","","","","","","","","Hydroelectric","Recreation;Hydroelectric","Earth","Earth","Earth","Soil","16","16","16","16","Less than 25 feet","300","0","1911","1910-1919","28000","28000","26000","2570","9.700000000000001","","","0","0","0","0","","","2021-04-09","2017-02-28","5","High","Satisfactory","2018-02-22","Yes","2020-03-03","https://damsafety.org/washington"
"Bueler Dairy Waste Storage Pond","","","WA01808","","WA01808","BUELER FARMS INC","Private","Private","SN07-1808","0","USDA - NRCS","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.881324","-122.1160758","Snohomish","Washington","NONE","0","TR - SNOHOMISH RIVER","Congressional District 01, Washington","Suzan K. DelBene (D)","S25 T28 R5E","","","","","","","","","Other","Other","Earth","Earth","Earth","Soil","15","15","15","15","Less than 25 feet","1500","0","2006","Since 2000","29","29","23","2.9","","","","0","0","0","0","","","2021-04-09","2018-08-13","5","Significant","Fair","2018-08-13","","2020-03-11","https://damsafety.org/washington"
"Lang Dam No. 1","","","WA01160","","WA01160","LANG, LOLA","Private","Private","SK03-1160","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.395579","-122.285559","Skagit","Washington","MOUNT VERNON","1.5","TR-CARPENTER CREEK","Congressional District 02, Washington","Rick Larsen (D)","S34 T34 R4E","","","","","","","","","Fire Protection, Stock, Or Small Fish Pond","Recreation;Fire Protection, Stock, Or Small Fish Pond","Earth","Earth","Earth","Soil","15","15","18","18","Less than 25 feet","150","0","1956","1950-1959","20","20","12","30","0.4","","","0","0","0","0","","","2021-04-09","2015-07-07","5","Significant","Fair","2015-07-07","No","","https://damsafety.org/washington"
"Lakeland South Pond No.1","","","WA01845","","WA01845","AUBURN CITY","Local Government","Local Government","PI10-1845","0","APEX ENGINEERING","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.24755419","-122.2260146","Pierce","Washington","","0","OFFSTREAM - WHITE R.","Congressional District 08, Washington","Kim Schrier (D)","S6 T20 R5E","","","","","","","","","Flood Risk Reduction","Flood Risk Reduction","Earth","Earth","Earth","Soil","13","13","13","13","Less than 25 feet","550","0","2003","Since 2000","12","12","10","2.5","0.12","70","","0","0","0","0","","","2021-04-09","2019-05-14","5","High","Fair","2019-05-14","Yes","2020-09-23","https://damsafety.org/washington"
"Honeymoon Lake Dam","","","WA00203","","WA00203","HONEYMOON LAKE COMMUNITY CLUB","Private","Private","IS06-0203","0","FAKKEMA & KINGMA","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.052065999999996","-122.55113","Island","Washington","NONE","0","TR-HONEYMOON BAY","Congressional District 02, Washington","Rick Larsen (D)","S28 T30 R2E","","","","","","","","","Recreation","Recreation","Earth","Earth","Earth","Soil","19","19","22","22","Less than 25 feet","380","0","1969","1960-1969","54","54","42","7","1.84","200","","0","0","0","0","1995O","","2021-04-09","2014-08-14","5","High","Fair","2014-08-14","Yes","2019-08-20","https://damsafety.org/washington"
"Lacamas & Round Lakes, Upper Dam","","","WA00118","","WA00118","CAMAS CITY PUBLIC WORKS","Local Government","Local Government","CK28-0118","0","CROWN WILLAMETTE PAPER","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","45.60060391","-122.4040359","Clark","Washington","CAMAS","1","LACAMAS CREEK","Congressional District 03, Washington","Jaime Herrera Beutler (R)","S47 T1 R3E","","","","","","","","","Recreation","Recreation;Water Supply","Buttress","Buttress","Concrete","Soil","28","28","28","28","25-50 feet","105","0","1936","1930-1939","6800","6800","6100","350","64.7","1220","","0","0","0","0","1996O;1996O","","2021-04-09","2017-09-14","5","High","Satisfactory","2018-04-12","Yes","2017-02-01","https://damsafety.org/washington"
"Tapps Lake Dike No. 4","","","WA00296","","WA00296","CASCADE WATER ALLIANCE","Public Utility","Public Utility","PI10-0296","0","STONE & WEBSTER","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","47.240789","-122.170259","Pierce","Washington","AUBURN","3","DIVERSION FROM WHITE RIVER","Congressional District 08, Washington","Kim Schrier (D)","S9 T20 R5E","","","","","","","","","Hydroelectric","Recreation;Hydroelectric","Earth","Earth","Earth","Soil","45","45","45","45","25-50 feet","4000","0","1911","1910-1919","58340","58340","56000","2570","9.700000000000001","","","0","0","0","0","","","2021-04-09","2017-07-20","5","High","Satisfactory","2018-02-22","Yes","2020-03-23","https://damsafety.org/washington"
"Van Stone Tailings Dam","","","WA00608","","WA00608","STEVENS COUNTY","Local Government","Local Government","ST61-0608","0","UNKNOWN","","Yes","Yes","WASHINGTON, DEPT OF ECOLOGY","Yes","Yes","Yes","Washington","48.778380999999996","-117.801112","Stevens","Washington","NONE","0","OFFSTREAM","Congressional District 05, Washington","Cathy McMorris Rodgers (R)","S30 T38 R40E","","","","","","","","","Tailings","Tailings","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","90","90","90","90","51-100 feet","2000","0","1970","1970-1979","150","150","20","20","0.04","","","0","0","0","0","","","2021-04-09","2016-06-29","5","Significant","Unsatisfactory","2016-06-29","Yes","2008-08-01","https://damsafety.org/washington"
