provider_id,nhdpv2_COMID,nhdpv2_REACHCODE,nhdpv2_REACH_measure,Type_HUC12,Type_Gages,Type_TE,Type_NID,Type_WBIn,Type_WBOut,Type_Conf,Dam Name,Other Names,Former Names,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude,Longitude,County,State,City,Distance to Nearest City (Miles),River or Stream Name,Congressional Representative District,Congressional Representative,"Section, Township, or Range Location",Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),Drainage Area (Sq Miles),Max Discharge (Cubic Ft/Second),Spillway Type,Spillway Width (Ft),Number of Locks,Length of Locks,Lock Width (Ft),Years Modified,Outlet Gate Type,Data Last Updated,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Condition Assessment,Condition Assessment Date,EAP Prepared,EAP Last Revision Date,Website URL
58772,5702843,12090102000002,0,120901020508,NA,NA,TX03138,NA,NA,NA,Metcalfe Dam,NA,NA,NA,TX03138,CITY OF SAN ANGELO,Local Government,Local Government,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,31,-100.44333,Schleicher,Texas,SAN ANGELO,3,SOUTH CONCHO RIVER,"Congressional District 23, Texas",Will Hurd (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Supply,Water Supply,Buttress,Buttress,Unlisted/Unknown,Unlisted/Unknown,8,8,8,8,Less than 25 feet,250,0,1912,1910-1919,250,250,250,62.5,0,0,None,0,0,0,0,NA,None,2018-07-23,1979-07-26,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
58772,5702843,12090102000002,0,120901020508,NA,NA,TX04415,NA,NA,NA,Ben Ficklin Dam,NA,NA,NA,TX04415,CITY OF SAN ANGELO,Local Government,Local Government,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,31.414078,-100.44235,Tom Green,Texas,SAN ANGELO,2,SOUTH CONCHO RIVER,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation;Water Supply,Gravity,Gravity,Concrete,Unlisted/Unknown,24,24,24,24,Less than 25 feet,288,0,1918,1910-1919,515,515,316,36,0.9,0,Uncontrolled,238,0,0,0,NA,Uncontrolled,2021-04-09,2014-07-08,5,Not Available,Not Rated,NA,Yes,2017-11-03,https://damsafety.org/texas
58799,5702887,12090102000206,0,120901020205,08129300,NA,TX03130,NA,NA,2640642,Ripple Dam,NA,NA,NA,TX03130,HENRY J RIPPLE,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,No,NA,Yes,Yes,Yes,Texas,31.328332,-100.615,Tom Green,Texas,NA,0,SPRING CREEK,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Buttress,Buttress,Unlisted/Unknown,Unlisted/Unknown,8,8,8,8,Less than 25 feet,350,0,1923,1920-1929,89,89,89,0,0,0,None,0,0,0,0,NA,None,2018-07-23,NA,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
58888,5718784,12090105000014,0,120901050403,08136500,NA,TX01650,NA,NA,NA,Concho County Wcid 1 Dam,NA,NA,NA,TX01650,CONCHO COUNTY WCID 1,Local Government,Local Government,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,31.513668,-99.91619,Concho,Texas,NA,0,CONCHO RIVER,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Supply,Water Supply,Gravity,Gravity,Unlisted/Unknown,Unlisted/Unknown,10,10,10,10,Less than 25 feet,280,0,1909,1900-1909,50,50,50,0,0,0,None,0,0,0,0,NA,None,2018-07-23,NA,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
58913,5719546,12090105000173,0,120901020509,08136000,NA,TX03140,NA,NA,2640298,Bell Street Dam,NA,NA,NA,TX03140,CITY OF SAN ANGELO,Local Government,Local Government,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,31.453332,-100.413332,Tom Green,Texas,SAN ANGELO,0,SOUTH CONCHO RIVER,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation;Water Supply,Gravity,Gravity,Unlisted/Unknown,Unlisted/Unknown,14,14,14,14,Less than 25 feet,525,0,1955,1950-1959,291,291,250,52,0,0,Uncontrolled,0,0,0,0,NA,Uncontrolled;Slide (sluice gate);Valve,2018-07-23,1979-10-09,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
58937,5727605,12090106000141,0,120901060104,NA,NA,TX06386,NA,NA,2639515,Simon Freese Dam,NA,NA,NA,TX06386,COLORADO RIVER MUNICIPAL WATER DISTRICT,Local Government,Local Government,NA,0,FREESE AND NICHOLS;FREESE AND NICHOLS,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,31.500463,-99.667362,Coleman,Texas,NA,0,COLORADO RIVER,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation;Water Supply,Concrete,Earth;Concrete,Unlisted/Unknown,Unlisted/Unknown,149,142,148,149,Greater than 100 feet,9950,24720500,1989,1980-1989,1235813,1235813,554340,19149,11500,1947001,NA,8300,0,0,0,1990S,Uncontrolled;Tainter (radial);Other Controlled,2021-04-09,2012-09-27,5,Not Available,Satisfactory,2021-04-06,Yes,2012-02-28,https://damsafety.org/texas
58970,5735173,12090107000070,0,120901070202,NA,NA,TX02243,NA,NA,NA,Burkett City Dam,NA,NA,NA,TX02243,BURKETT WATER SUPPLY CORPORATION,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,No,NA,Yes,Yes,Yes,Texas,31.996136999999997,-99.229182,Coleman,Texas,NA,0,PECAN BAYOU,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Supply,Water Supply,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,10,10,10,10,Less than 25 feet,130,0,1966,1960-1969,180,180,91,15,0,0,None,0,0,0,0,NA,None,2018-07-23,NA,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
58991,5735541,12090107015697,0,120901070305,NA,NA,TX02789,NA,5734861,NA,Lake Brownwood Dam,NA,NA,NA,TX02789,BROWN COUNTY WID 1,Local Government,Local Government,NA,0,D W ROSS,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,31.838332,-99.001667,Brown,Texas,BROWNWOOD,10,PECAN BAYOU,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation;Water Supply,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,120,120,120,120,Greater than 100 feet,1580,0,1933,1930-1939,1011829,1011829,131429,7300,1544,450000,Uncontrolled,479,0,0,0,NA,Uncontrolled;Valve,2018-07-23,2016-10-19,5,Not Available,Satisfactory,2017-02-17,Yes,2010-09-04,https://damsafety.org/texas
59023,5747686,12090109000115,0,120901090407,NA,NA,TX06311,NA,NA,2640109,San Saba River Channel Dam,NA,NA,NA,TX06311,CITY OF MENARD,Local Government,Local Government,NA,0,FREESE AND NICHOLS,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,30.919808,-99.794873,Menard,Texas,MENARD,0,SAN SABA RIVER,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation;Water Supply,Concrete,Concrete,Unlisted/Unknown,Unlisted/Unknown,10,10,11,11,Less than 25 feet,190,0,1987,1980-1989,185,185,140,0,0,0,None,0,0,0,0,NA,None,2018-07-23,NA,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59101,5757778,12090201008706,0,120902010206,NA,NA,TX00989,NA,5756886,NA,Buchanan Dam,NA,Buchanan Dam Facility,NA,TX00989,LOWER COLORADO RIVER AUTHORITY,Local Government,Local Government,NA,0,FARGO ENGINEERING CO AND  FREESE AND NICHOLS INC;FARGO ENGINEERING CO AND  FREESE AND NICHOLS INC,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,30.751351,-98.417912,Burnet,Texas,MARBLE FALLS,20,COLORADO RIVER,"Congressional District 11, Texas",K. Michael Conaway (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Irrigation;Hydroelectric;Water Supply;Other,Multi-Arch,Multi-Arch;Earth;Gravity,Concrete,Rock;Soil,146,146,146,146,Greater than 100 feet,10987,0,1937,1930-1939,1180000,1180000,992000,23060,50.06,247800,NA,2666,0,0,0,1994S,Uncontrolled;Vertical Lift;Other Controlled,2018-07-23,2017-03-20,5,Not Available,Satisfactory,2017-09-29,Yes,2017-08-18,https://damsafety.org/texas
59226,5779287,12090205008465,0,120902050103,NA,NA,TX00987,120053393,NA,NA,Max Starcke Dam,NA,Lcra Max Starcke Dam,NA,TX00987,LOWER COLORADO RIVER AUTHORITY,Local Government,Local Government,NA,0,FREESE AND NICHOLS;FREESE AND NICHOLS,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,30.556475,-98.256593,Burnet,Texas,AUSTIN,32,COLORADO RIVER,"Congressional District 25, Texas",Roger Williams (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Recreation;Hydroelectric;Water Supply,Gravity,Gravity,Concrete,Rock;Soil,99,99,99,99,51-100 feet,896,0,1951,1950-1959,8760,8760,8760,780,36325,421000,Controlled,608,0,0,0,1995S,Slide (sluice gate);Other Controlled,2018-07-23,2016-12-07,5,Not Available,Satisfactory,2017-09-29,Yes,2017-08-18,https://damsafety.org/texas
59234,5786075,12090206000020,81.13299,120902060301,08153500,NA,TX01569,NA,NA,NA,Lake Johnson City Dam,NA,NA,NA,TX01569,CITY OF JOHNSON CITY,Local Government,Local Government,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,30.287521,-98.39614,Blanco,Texas,NA,0,PEDERNALES RIVER,"Congressional District 21, Texas",Chip Roy (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Supply,Water Supply,Buttress,Buttress,Unlisted/Unknown,Unlisted/Unknown,15,15,15,15,Less than 25 feet,590,0,1967,1960-1969,1035,1035,345,0,0,4280,Uncontrolled,481,0,0,0,NA,Uncontrolled,2018-07-23,2008-12-10,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59255,5785955,12090206000384,0,120902060108,NA,NA,TX02548,NA,NA,2642709,Lady Bird Johnson Park Dam,NA,NA,NA,TX02548,CITY OF FREDERICKSBURG,Local Government,Local Government,NA,0,FRANK T DROUGHT,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,30.238961,-98.912618,Gillespie,Texas,NA,0,LIVE OAK CREEK,"Congressional District 21, Texas",Chip Roy (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Gravity,Unlisted/Unknown,Unlisted/Unknown,23,23,23,23,Less than 25 feet,180,0,1968,1960-1969,100,100,100,0,0,0,None,0,0,0,0,NA,None,2018-07-23,1975-04-14,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59307,5789450,12090301000885,1.04779,120903010309,NA,NA,TX06356,NA,NA,NA,Airhart Estate Dam,NA,NA,NA,TX06356,AIRHART ESTATE,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,No,NA,Yes,Yes,Yes,Texas,30.046567,-97.31177,Bastrop,Texas,SMITHVILLE,8,BIG BRANCH,"Congressional District 27, Texas",Michael Cloud (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,30,30,30,30,25-50 feet,450,0,NA,Undetermined,24,24,13,2,0,0,Uncontrolled,30,0,0,0,NA,Uncontrolled,2018-07-23,1991-05-15,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59340,1607456,12090401000386,0,120904010203,NA,NA,TX05475,NA,NA,NA,Tx No Name No 43 Dam,NA,NA,NA,TX05475,TX NO NAME NO 43 DAM,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,29.408332,-95.97,Fort Bend,Texas,NA,0,TR-SAN BERNARD RIVER,"Congressional District 22, Texas",Pete Olson (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,14,14,14,14,Less than 25 feet,1720,0,1970,1970-1979,110,110,56,10,0,0,None,0,0,0,0,NA,None,2018-07-23,NA,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59341,1607582,12090401000394,0,120904010303,NA,NA,TX01749,NA,NA,2650863,Live Oak No 2 Levee,NA,Williams Lake No 2 Levee,NA,TX01749,MIKESKA FISHING PARTNERS LTD,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,No,NA,Yes,Yes,Yes,Texas,29.183345,-95.71703,Brazoria,Texas,NA,0,OFF CH-MOUND CREEK,"Congressional District 14, Texas",Randy K. Weber Sr. (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.1000000000000005,Less than 25 feet,0,0,1952,1950-1959,240,240,140,40,0,0,None,0,0,0,0,NA,None,2018-07-23,2010-03-10,5,Not Available,Not Rated,NA,Yes,2012-06-04,https://damsafety.org/texas
59342,1615338,12090402000030,0,120904020203,NA,NA,TX01540,NA,NA,NA,Fay Ranch Dam,NA,NA,NA,TX01540,ALBERT FAY,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,No,NA,Yes,Yes,Yes,Texas,28.933332,-95.761667,Matagorda,Texas,NA,0,CANEY CREEK,"Congressional District 27, Texas",Michael Cloud (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,14,14,14,14,Less than 25 feet,100,0,1964,1960-1969,84,84,84,0,0,0,None,0,0,0,0,NA,None,2018-07-23,NA,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59412,3585750,12100201000126,0,121002010107,NA,NA,TX09244,NA,NA,2652891,Camp La Junta Dam,NA,NA,NA,TX09244,CAMP LAJUNTA INC,Private,Private,NA,0,D R VOELKEL PE;D R VOELKEL PE;D R VOELKEL PE,NA,Yes,No,NA,Yes,Yes,Yes,Texas,30.067887,-99.334867,Kerr,Texas,NA,0,SOUTH FORK GUADALUPE RIVER,"Congressional District 21, Texas",Chip Roy (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Concrete,Earth;Concrete,Unlisted/Unknown,Unlisted/Unknown,11.5,11.5,11.5,11.5,Less than 25 feet,75,0,1978,1970-1979,25,25,16,3.43,2,7560,Uncontrolled,90,0,0,0,1982S;2005S,Uncontrolled;Slide (sluice gate),2018-07-23,2010-06-29,NA,Not Available,Not Rated,NA,Yes,2010-06-30,https://damsafety.org/texas
59425,3589578,12100201008376,0,121002010407,08167700,NA,TX00004,NA,3588682,NA,Canyon Lake Dam,Canyon Lake,NA,NA,TX00004,USACE - Fort Worth District,Federal,Federal,NA,1,CESWF,No,No,No,NA,No,No,No,US Army Corps of Engineers,29.8691730790001,-98.197621579,Comal,Texas,NEW BRAUNFELS,20,GUADALUPE RIVER,"Congressional District 21, Texas",Chip Roy (R),NA,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply;Flood Risk Reduction,Earth,Earth,Earth,Rock,224,219,224,224,Greater than 100 feet,210,11430050,1964,1960-1969,1208350,1208350,378900,8308,1425,502800,Uncontrolled,1260,0,0,0,NA,Uncontrolled,2022-01-03,2019-06-19,5,High,Not Available,NA,Yes,2019-09-24,NA
59429,1623369,12100202000001,0,121002020405,NA,NA,TX03991,NA,NA,2652346,Cuero Lake Dam,NA,NA,NA,TX03991,SMALL HYDRO OF TEXAS INC,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,29.129973,-97.311508,DeWitt,Texas,CUERO,2,GUADALUPE RIVER,"Congressional District 34, Texas",Filemon Vela (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Recreation;Hydroelectric,Gravity,Gravity,Earth,Soil,37,37,37,37,25-50 feet,159,0,1898,Before 1900,808,808,608,0,0,0,None,0,0,0,0,NA,Uncontrolled,2018-07-23,2002-05-22,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59445,1622735,12100202000079,0,121002020205,NA,NA,TX01911,NA,NA,NA,Ma Wade Dam,NA,NA,NA,TX01911,ALICE AINSWORTH ET AL,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,29.495415,-97.586533,Gonzales,Texas,NA,0,GUADALUPE RIVER,"Congressional District 34, Texas",Filemon Vela (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Hydroelectric,Gravity,Gravity,Unlisted/Unknown,Unlisted/Unknown,11,11,11,11,Less than 25 feet,150,0,1914,1910-1919,1058,1058,1058,0,0,0,None,0,0,0,0,NA,None,2018-07-23,1973-12-04,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59450,1620071,12100202000115,0,121002020107,NA,NA,TX01601,NA,NA,NA,Lake Mcqueeney Dam,NA,NA,NA,TX01601,GUADALUPE-BLANCO RIVER AUTHORITY,State,State,NA,0,FARGO ENGR COMPANY,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,29.594357,-98.040702,Guadalupe,Texas,MCQUEENEY,1,GUADALUPE RIVER,"Congressional District 15, Texas",Vicente Gonzalez (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Recreation;Hydroelectric,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,42,42,42,42,25-50 feet,1555,0,1928,1920-1929,6170,6170,2999,396,1697,2,NA,855,0,0,0,NA,Uncontrolled;Other Controlled,2021-04-09,2018-06-13,5,Not Available,Fair,2021-04-06,Yes,2010-12-29,https://damsafety.org/texas
59496,1631239,12100203000063,0,121002030304,NA,NA,TX05847,NA,NA,NA,Staples Gin Dam,NA,NA,NA,TX05847,HYDRACO POWER INC,Private,Private,NA,0,GALBRAITH ENGINEERING,NA,Yes,No,NA,Yes,Yes,Yes,Texas,29.78241,-97.831111,Caldwell,Texas,FENTRESS,3,SAN MARCOS RIVER,"Congressional District 15, Texas",Vicente Gonzalez (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Hydroelectric,Buttress,Buttress,Unlisted/Unknown,Unlisted/Unknown,10,10,10,10,Less than 25 feet,180,0,NA,Undetermined,150,150,51,0,0,0,None,0,0,0,0,NA,None,2018-07-23,1987-06-26,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59497,1631535,12100203000072,0,121002030302,NA,NA,TX06991,NA,NA,NA,Cummings Dam,NA,NA,NA,TX06991,PECAN FARMS AND CATTLE CO,Private,Private,NA,0,UNKNOWN;UNKNOWN,NA,Yes,No,NA,Yes,Yes,Yes,Texas,29.856126,-97.905907,Hays,Texas,NA,0,SAN MARCOS RIVER,"Congressional District 35, Texas",Lloyd Doggett (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Other,Other,Unlisted/Unknown,Unlisted/Unknown,10,0,0,10,Less than 25 feet,250,0,1905,1900-1909,300,300,194,50,0,0,Uncontrolled,250,0,0,0,1982O,Uncontrolled,2018-07-23,2008-07-17,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59544,10839872,12100301000051,0,121003010103,NA,NA,TX07211,NA,NA,2653442,Salado Creek WS NRCS Site 15r Dam,NA,0,NA,TX07211,ALAMO SWCD;CITY OF SAN ANTONIO;SAN ANTONIO RIVER AUTHORITY,Local Government,Local Government,NA,0,USDA NRCS;USDA NRCS,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,29.550251,-98.450661,Bexar,Texas,SAN ANTONIO,0,LORENCE CREEK AND MUD CREEK,"Congressional District 21, Texas",Chip Roy (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,49,49,53,53,51-100 feet,6615,390674,2004,Since 2000,8741,8741,3380,0.4,16.72,72441,Uncontrolled,629,0,0,0,NA,Uncontrolled,2021-05-24,2015-08-04,5,Not Available,Not Rated,NA,Yes,2017-02-09,https://damsafety.org/texas
59549,10840886,12100301003102,0,121003010302,NA,NA,TX01448,NA,10840320,NA,Calaveras Creek Dam,NA,NA,NA,TX01448,CITY PUBLIC SERVICE BOARD,Local Government,Local Government,NA,0,BLACK AND VEATCH,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,29.278505,-98.305356,Bexar,Texas,NA,0,CALAVERAS CREEK,"Congressional District 28, Texas",Henry Cuellar (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Hydroelectric,Hydroelectric;Other,Earth,Earth,Earth,Soil,79,71,86,86,51-100 feet,5920,0,1969,1960-1969,97441,97441,60484,3391,65,129914,Controlled,220,0,0,0,NA,Slide (sluice gate);Valve;Other Controlled,2021-04-09,2018-03-07,NA,Not Available,Satisfactory,2021-04-06,Yes,2018-02-20,https://damsafety.org/texas
59660,5289477,12100406000021,0,121004060301,NA,NA,TX05826,NA,NA,2658584,Mission River Oaks Lake Dam,NA,NA,NA,TX05826,C MARSHALL,Private,Private,NA,0,MAVERICK ENGINEERING CO,NA,Yes,No,NA,Yes,Yes,Yes,Texas,28.220843,-97.280612,Refugio,Texas,NA,0,OFF CH-MISSION RIVER,"Congressional District 27, Texas",Michael Cloud (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,10,10,11,11,Less than 25 feet,650,0,1981,1980-1989,88,88,56,0,0,0,None,0,0,0,0,NA,None,2018-07-23,1981-09-08,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59707,7870231,12110101000054,0,121101010103,NA,NA,TX05042,NA,NA,NA,Eagle Ranch Lake No2 Dam,NA,NA,NA,TX05042,CAMP EAGLE,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,No,NA,Yes,Yes,Yes,Texas,29.96894,-99.959712,Real,Texas,NA,0,EAST PRONG NUECES RIVER,"Congressional District 21, Texas",Chip Roy (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation,Gravity,Gravity,Unlisted/Unknown,Unlisted/Unknown,9,9,9,9,Less than 25 feet,280,0,1971,1970-1979,60,60,30,11,0,0,None,0,0,0,0,NA,None,2018-07-23,2009-04-14,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59750,10894053,12110103000078,0,121101030305,NA,NA,TX02328,NA,NA,2659132,Bermuda Dam,NA,NA,NA,TX02328,MARRS BOWMAN;RUTH BOWERS,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,28.530151,-99.739227,Dimmit,Texas,NA,0,NUECES RIVER,"Congressional District 23, Texas",Will Hurd (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Rockfill,Rockfill,Unlisted/Unknown,Unlisted/Unknown,25,25,25,25,25-50 feet,450,0,1904,1900-1909,500,500,500,0,0,51,Uncontrolled,75,0,0,0,NA,Uncontrolled;Valve,2018-07-23,2010-03-29,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59753,10893089,12110103000105,0,121101030105,08192400,NA,TX01806,NA,NA,NA,Knowles Reservoir Dam,NA,NA,NA,TX01806,F BONNET;SHIRLENE BONNET,Private,Private,NA,0,NO DATA FOR ORIGINAL DESIGNER,NA,Yes,No,NA,Yes,Yes,Yes,Texas,28.93667,-99.798330000000007,Zavala,Texas,NA,0,NUECES RIVER,"Congressional District 23, Texas",Will Hurd (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Water Supply,Water Supply,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,15,15,15,15,Less than 25 feet,0,0,1971,1970-1979,300,300,120,0,0,0,None,0,0,0,0,NA,None,2018-07-23,1972-01-24,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
59775,166414870,12110103009199,0,121101030203,NA,NA,TX01802,NA,NA,NA,Upper Nueces Lake Dam,NA,NA,NA,TX01802,ZAVALA DIMMIT CO WID 1,Local Government,Local Government,NA,0,J M JOWERS;J M JOWERS,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,28.77876,-99.82821,Zavala,Texas,CRYSTAL CITY,6,NUECES RIVER,"Congressional District 23, Texas",Will Hurd (R),NA,NA,NA,NA,NA,NA,NA,NA,NA,Irrigation,Irrigation,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,60,60,60,60,51-100 feet,612,0,1947,1940-1949,10350,10350,7590,316,0,3648,NA,280,0,0,0,1990O,Uncontrolled;Slide (sluice gate);Other Controlled,2021-04-09,2016-02-10,5,Not Available,Not Rated,NA,Yes,2010-12-22,https://damsafety.org/texas
59814,10631491,12110105000007,0,121101051203,NA,NA,TX03021,NA,NA,NA,Paisano Ranch Dam,NA,NA,NA,TX03021,CAROLE NIX,Private,Private,NA,0,FREESE AND NICHOLS AND  ENDRESS,NA,Yes,Yes,TCEQ,Yes,Yes,Yes,Texas,28.384276,-98.352797,McMullen,Texas,NA,0,NUECES RIVER,"Congressional District 28, Texas",Henry Cuellar (D),NA,NA,NA,NA,NA,NA,NA,NA,NA,Recreation,Recreation;Water Supply,Earth,Earth,Unlisted/Unknown,Unlisted/Unknown,21,21,21,21,Less than 25 feet,700,0,1971,1970-1979,840,840,285,0,0,0,None,0,0,0,0,NA,None,2018-07-23,1975-01-20,NA,Not Available,Not Rated,NA,Not Required,NA,https://damsafety.org/texas
